ad_id,breed,audience,country_group,clicks,impressions,users,costs
6hjvKAnyc6/pkjvv20UfpNTO4haN/EPx5nuSjgTjLN0=,breed_1,Male,Tier1,103,7842,18,351.36
6/+DglEFC0PbGpzRXb/WQw+mMpyNWMlV0GnCuKW/fwM=,Mix,Female,Other,556,25937,13,1272.7
DAjS8Zh4g32t/JuBz/sycKis1EbZ07HSQwZwl2Kaprc=,breed_1,Male,Tier1,66640,12777691,297,5722.69
73u/TIGM2z4AibAOccSIAkNTzLQIYDjz0quKMQte5Cs=,breed_1,Male,Tier1,2144,196405,34,430.54
joOxMFK2BuTC8QIpbFHXgZvU49RI/qmhv8HFoiH+A5E=,breed_1,Female,Tier1,3967,107860,15,502.51
5Yn5UsDhbxrNJCC2AJ0sF5BEqVxeYuX7dGV0299tgDQ=,breed_2,Male,Tier1,2013,63464,58,1659.68
w+W1/8PjVk4tq3FYBbfRoC4hRwwpQzXXSXi0PFCfLOM=,breed_2,Male,Tier1,2516,106301,32,881.58
uriHb39HF2AQQ/rRX1taqDWEszzHxKCx1LgxXAIs3Hs=,breed_3,Male,Tier1,14305,1027874,112,1711.63
lnGVmyo2TfFm8oxdtTvj/012OKsedM26866BSV6/Mm0=,breed_1,Female,Tier1,15633,976737,55,1845.5
aHoV/X+WMENvjWi/CXX8YIkHcSVTfRit1rlhS3INBi4=,breed_1,Male,Other,3112,35996,47,449.74
ag5vC6ieqO1VUcdhuNHwWnURtUey9aofR0ODmINTRpc=,breed_2,Male,Tier1,216,5297,24,955.62
6Mzekkx/gvrzFoKDRASIBs73/3WG+XRTH/wzqRBSsmU=,breed_1,Female,Tier1,9363,372599,153,20791.06
lXwpCBsCJAaLDvkQOfj4E2m2na+UL/i7Vx89cxTIEug=,breed_3,Male,Tier1,330,9220,78,31884.1
/GZSmr/m+RckhkCs7QIzSR0DBVmCmajdKx7Hamv4sMU=,breed_2,Male,Other,485607,5169048,170,973.53
fLlR9I2lEv7B2eNkyZvkPC38wWGhJwh3yT30t7hoQyY=,breed_2,Male,Tier1,100691,11816935,819,25683.28
GpfAOdruw8ltIAtVwk/OwZH21PnwdRh1jL4eY9vKnwg=,breed_1,Male,Tier1,1892,45116,111,2207.5
tvfHZLFaYACGfvT+SmJy3pMcCZFpiT+HjdVrqvGI6rk=,breed_1,Female,Tier1,72,2790,19,580.41
R/s8d0kEaJNgFpv0NHYq8H0dqqeeoCI32NhGvcVTIZo=,breed_1,Male,Tier1,21842,1054050,163,3747.44
3jOPhkvJLu8kJZjJrnHvLSGxyY8P/rZxgXDq9pwoZ3c=,breed_1,Male,Tier1,1984,184488,20,472.42
CdyPQzijCjJatOEtVGyo3PCW2ARXs3Yog9KWatXR7wU=,breed_1,Male,Tier1,115,1054,21,210.4
Jkio4pQq9dBKqIgv7IrWEnvNuTsdWYjs6ZsbRY/fxvA=,breed_2,Male,Other,25240,701991,24,242.62
dfYj8ecOEOM9MsA/j6zuJYUobbsVAL4zSQym0tUw1ho=,breed_1,Male,Tier1,184825,20390677,730,18173.33
xB6KRdTtAqZjeZJMENf8Q9eSh/pmq8zCKhy8OLweJ5Q=,breed_1,Male,Tier1,16533,781286,81,2400.81
2/aEDfXcx8jPZOErTmXQ/gusmpeEJjzVFlX0K5fjcVk=,breed_3,Male,Tier1,31,2116,21,473.71
JrRmc/X5n3GIvZVAP+9yiASI6Jaanr+d1yF+SzikUYg=,breed_3,Male,Tier1,11095,372883,37,579.2
eydd0HroCM/r6dkIMPYNn6pExmi7zhxwWRGjHaTjL+8=,breed_2,Male,Tier1,40888,1396632,532,28172.94
VWZziokRrMEIxw/KTK2AzbrgIGwdAf6SoHExZ1jRpds=,breed_1,Male,Other,5733,108671,21,478.57
TBS8Fb0lim+ygJubSivhBpwsnkrZSbHk6bv03zTfdyo=,breed_3,Male,Tier1,12885,1944652,92,2041.28
Kl2vdxiKeKTf8HXxLMETEUyQqeBKlgJNJYTAZcWs1+s=,breed_1,Female,Tier1,513,11435,25,553.31
JTZlByYHk9h/3/8FABYo4o12ecJEB9WAEAwbU2i7fz0=,breed_1,Male,Tier1,3397,110371,67,1332.2
44JnZvsW59FLrxU6WS7V7n5eO0lQxJpLheo/7zBeSyY=,Mix,Female,Tier1,2565,68290,12,589.32
88fD+IGdFrZGphd21L4dve6jdOlyg5hFftTF277mLIw=,breed_2,Male,Other,18978,492814,31,358.51
rpsEXrDNB0fl9K5uXxnq2luTb7EYA5v0YGzwO3XgCMM=,breed_2,Male,Tier1,393,9688,15,243.61
PGnNr9tfqi7Q9Gi6Ico9SFYynTOMFNfPWrPnNmUHxhU=,breed_1,Male,Tier1,94646,1361216,1484,24019.39
AwmzjPEOk0Htk1SnhzIhKJrWBvJ9mFK7P16twl7pKEw=,breed_2,Male,Tier1,1470,62276,16,993.91
3+XJeH5NUYv/T7pL3D0rCcJtjYZG8c15pKvLuKBB1Qs=,breed_1,Male,Other,870873,85831260,1171,5556.28
Wa5TJNgOEKDJM4c73j20wkKQTm3p8B3ehfu7tPm5+0o=,breed_1,Male,Other,3566,242230,11,267.34
LbhRqizrJomu+bhsvjQUFJ8MLHYVEBpJT45Xqa5ISbQ=,breed_1,Male,Tier1,1929,301070,19,259.78
fyOvesYyEwMDy5bhKCtF4Sszju0Bmlp0NjWCItGwTBs=,breed_1,Female,Tier1,8892,229751,40,2394.54
ci2A15zmgkqeeHWjyL/MVUEH2VgXq30jeAwdLO1kuWY=,breed_1,Male,Tier1,217,6102,15,444.49
JeCkbOoV/dtjlTzD2MaVI2wjzH0CZVGL5vkx74Lgi+I=,breed_1,Male,Tier1,3513,426022,15,424.83
rbKA5vevk4Pigz5H/EoTcouGs6BRcZ/YSXOlvtwaVWs=,breed_3,Male,Tier1,111237,19192843,184,4523.86
oTecxhlb+tDeAX8FXrco1TY5tGRAuHuppEjYkeZ5/6U=,breed_1,Female,Tier1,2165,132393,16,522.86
7x3cJhyaavXbohYJgrLJFP7QOUj7t9DjW2aEExB3vLc=,breed_2,Male,Tier1,305,16830,10,275.17
LqNg1Ra4SFc/us9vx4P3zPPjwVcDcUGhIDcz1VOL2C8=,breed_1,Male,Other,24804,543527,18,256.92
6JiIUSRJpImS54x8LpvANQOXTkYs1Sj1dsnTXG4VKGo=,breed_1,Female,Tier1,5855,219353,29,905.06
NxxM0hIGgHWZblABCWDI3FvbUS4UWPXg/3TRWs6JlUY=,breed_1,Male,Other,289,8078,20,193.86
X4FuRSM4mvBNmZYr0THdO6vyFTZea7UcybS8j6Rqbg8=,breed_1,Male,Tier1,272,73393,10,841.08
BpmGV8vY6R95clj/KLSIun7qHtdRHv41QHBOcPUTaWY=,breed_1,Male,Tier1,226,12532,33,774.46
0VgYhHcFzKKvEnKCf/Uz+9XIGbeyNpgq77bFCOltO9E=,breed_2,Male,Other,9245,284638,34,464.68
0FPZZB4HypuyeootlccUTeWNhyEfzJArYlyWlUIW4pA=,breed_1,Male,Tier1,227,16671,33,830.12
oChPV9R5l7iu14UGNhA+L0mgQINp2VQ5z0wyBd6hSwQ=,breed_2,Male,Other,108,2346,13,1929.42
mmMIbw12Wbwe4+h25R3v8xywXvN3H76RVUnypNBcgGA=,breed_1,Female,Tier1,15289,1460855,307,11235.21
lOlaTWkbUNbvPvYPNUCKYCVv4e6rNwlX63HZ7PbvF3Q=,breed_1,Male,Tier1,306151,5864720,2908,43951.79
GpfAOdruw8ltIAtVwk/OwZH21PnwdRh1jL4eY9vKnwg=,breed_1,Male,Other,5468,144655,298,4092.65
KuOKyckdIM5KaKSs+Jhm769E6FAAI46c7qbqAj54jGA=,breed_3,Male,Tier1,94590,11181276,446,13575.91
gCu3j3CioQgwTAshotcTdvSBTS7oWpgJRlNFu73az9s=,breed_1,Male,Tier1,398,37820,12,233.87
/FJayft/52/u94sWrh9m3AwTrswZYhnFBN3cLynWLc4=,breed_1,Male,Tier1,3619,132919,186,3440.25
0NwiphR8gvu7kwdOzWSo2tgyv51++mKJK6ImGiXhn9A=,breed_3,Male,Other,1020,53998,24,483.96
eAeusyKQD42x9E0lTGTJLkHCZjM9sED+bZH5Zr2bh5o=,breed_1,Male,Other,378,11955,34,894.15
j0dcCcG5rWqSRkhi4++gokowrLmDHun/7kEgHJvVD+c=,breed_2,Male,Other,111880,3547287,506,1310.91
q2K4r2hfSvwI8Lqq1KRqJmTnfM/nE/5wyDgagmLi/XI=,breed_2,Male,Tier1,224,3751,10,182.22
hO1U5BmDJwqXYfYcX/6a8dK/3mmnmtMGlEFnYghTnn8=,breed_2,Male,Tier1,29244,762257,24,155.5
nVR2SlhP19Q4sbsh2cCr4xrJ0sqZN2wcoFQgFyytEi0=,breed_3,Male,Other,2831,84388,222,1530.98
f/m35iRvR08H9FbKMd3/Y4XD7rjF2ADyKvYcVy+xnYs=,breed_3,Male,Tier1,106,5307,17,232.1
+1qBaChGCUHaNa79muBEvFZTggNsI8/iTNa4jpaWGbA=,breed_3,Male,Tier1,20249,333940,44,699.87
XL+6+6p0W2fPuL4NRkmBKrdVZGeOp9ufU6f3QZ2Xlc0=,breed_1,Male,Tier1,7640,271201,37,1314.19
OdXVhmOzRbJwxuss+QD63kodS19TCzZe/Pie2Pz3myM=,breed_1,Male,Tier1,3281,128557,13,488.56
lMjlJ0MPRzbnSO/g4A8gIbIAAtrtz4l0IHVr+SROrvM=,breed_1,Male,Other,23216,4153087,57,116.34
nr+jHlDWKetlYnTWq7KLbVrpAtukkrGRDtoLW2M2wOo=,breed_1,Both,Tier1,1006,39966,16,615.51
MquHi/QTs0S2Ma2jihNbd9Njt/wylc8t/FeBnOHyzPc=,breed_3,Male,Tier1,6305,122610,19,394.14
JSlrXvrHmOVD+VxPxW1fEsbDnbFHbwKjMOu0psM1A2U=,breed_1,Male,Tier1,1457,54393,177,3753.12
Y8d43LW8f/NKXR3HSFuRxyAixb998LA6iVGxxtUC07A=,breed_1,Female,Tier1,4542,157515,18,482.93
QeuA5T8eebrJ7+tdz8uqteJMc4NbzbbPvS6QQhBy1vQ=,breed_3,Male,Other,1258,64489,170,1126.6
0AcsCF4/YfBapKfNZWNjarqqh4a+vtY2Kxc5ssQBQfE=,breed_3,Male,Other,376,13725,10,370.28
8Vg8TVH4tgFBJEJMsH4JCFTcJEzX/hKC1FLby0/aI1o=,breed_2,Male,Tier1,7162,311352,34,1057.5
wHllP2aasKjMugspiNtAAiNIFqfoNpTmJMIpqJHmuK4=,breed_2,Male,Tier1,8054,893709,87,1673.4
qm7/yykxfdeTX81hiH1gAwpMDTy4WRWhdBnVsG7JovI=,breed_2,Male,Tier1,203,6790,31,486.68
wKHq9ncjXed0tMOtpk1NkOapD0CpUShrSADHbNnkVdM=,breed_1,Female,Tier1,42251,2184473,130,3206.29
lOlaTWkbUNbvPvYPNUCKYCVv4e6rNwlX63HZ7PbvF3Q=,breed_1,Male,Other,1907,36515,18,235.3
cfVxFhe24Rcs1d8DfNFjwkc+N+Bd89UdPhtIi2dBGIg=,breed_2,Male,Tier1,33379,834438,263,5856.08
UT9/Lj3jAfsttThlF1dV1Y8Sig27sOZPtxBOXn2PmaQ=,breed_1,Female,Tier1,2636,111643,14,474.24
OG5baj4D31TuUHpI/7lvHOyGw07MAWFSNg+WWP4v/Ew=,breed_3,Male,Tier1,145,1844,38,814.91
l8QZrnyEhAEh5rzLWD3Bahc9/qsWLAsmqx0GXC69xp0=,breed_2,Male,Tier1,16873,211908,120,1333.35
5iBzEElzSzJLGEkM3QKwq/v/TSS86E12Ycyd6xodCuI=,breed_1,Male,Tier1,18020,143610,118,1274.75
zfFoWSaUXSdyyRTPJXX09+0OtOOHpEv0oILTbLXO43k=,breed_1,Female,Tier1,17866,468268,92,2979.96
c6oxtwY1DTHquXajlkR675z/J3GWCNBLca+jdMmbqB8=,breed_3,Male,Tier1,139,5831,22,314.22
71ISDibWel051dPwEFdUdexwGk0iEyreDbSFPTLWzbU=,breed_3,Male,Other,26826,705164,283,781.5
Pp0y6b/BEacMwC0dIyC9lX5EwxA556zX6HyXfyFXGw8=,breed_2,Male,Tier1,14140,370370,100,1528.52
BsdlD/QsTEsubJOz8BRgpapQNXfow+LdGhHZ3uL2k/4=,breed_2,Male,Other,62909,582108,16,288.34
BCtiRJJXp3eNuXyx7XNwyu1s08xxccNrQ0Nv8gAvtNE=,breed_1,Male,Tier1,88,1848,17,1229.23
RIa/7841P7ldqg5ktm2osfC4bwsNj5N4T+ah1UNWQQk=,breed_1,Male,Other,68,5326,10,99.33
SFz8962b5gF9Z9WrglXpkSkLcZ0gVWsPGR0raDDGmPU=,breed_2,Male,Tier1,85692,1855254,770,26496.62
3j5oGGWu7tQW+pPTfb97RMwFwQR0Gz2hsuwxef7vaI4=,breed_3,Male,Other,11508217,1813777741,8956,39243.63
edv+HzgVai1A3NMx6UmhpnGdTQTVv+NVJAbbRTPOX/I=,breed_1,Male,Tier1,561,15967,48,3487.2
CgJPQ3XK9hVPYUdab0T7dYpSijk3paS0OregcUC0Flc=,breed_3,Male,Tier1,10697,241792,31,718.62
nEV290bdqiSjUMiQAw/U4AHM6aFIU73DCqWHwXuUj/A=,breed_1,Male,Other,2733,123494,71,693.73
w8qAI+cp86B6VsaqNmSjb3Mne5t8qGB9WiSceQGdx88=,breed_2,Female,Tier1,6384,352219,28,829.31
WmTRq8zfOgouaCI724GQ4YAVCYbGKwRFI52dnto5LyE=,breed_2,Male,Tier1,93,3666,18,337.28
QP/wlPGxsHz3ZSPtI6psVP6WbAxV420pcfGhwRUD/lA=,breed_3,Male,Tier1,698,31484,14,216.94
b4g8TCnFpQoxvyeejsdA8Cz//kdmpPGVLmXPpnq4iZ0=,breed_3,Male,Tier1,11092,1713159,55,1122.17
eUVOaLEQ8ykqE+do/tbF9p/gWQDX05dwLNSEjHBI5JU=,breed_1,Male,Other,8602,280521,17,187.67
LkmYjN9REyhOVTFvb8FdYNHNG5E5Q47G8qAqkfYXEZU=,breed_2,Male,Other,11412,327032,34,224.49
k/EHESyjOqBNLGpUYAxQHcQykyD+3tuBjyDgNp52ZV0=,breed_1,Female,Tier1,6044,218307,24,616.11
LBK2nuJOmq5jKrnoY6dyOjQi++3ETpRUiut92Wn1BCs=,breed_1,Male,Tier1,6968,510125,77,2027.49
ry1loslyTGI+klMmGEH9H5D6TxuaPleGJ/vaUXVDdkI=,breed_1,Male,Tier1,887,52050,20,371.4
NUYyHzqy1Od1OKFhaBD9MD2thzAMlvw13ALSS44VC0c=,breed_3,Male,Tier1,5522,216518,12,402.83
TGtrxxIc1mU+9Q4SgYB0x9QVekDKGoBaL5YZQFUDzx0=,breed_3,Male,Other,1004,42057,103,996.66
GZ3KNaslY1ybJGjeCOccOmvlXs81/r8dvG2hru57N50=,breed_3,Male,Tier1,1995,70377,33,684.9
s4rqJg+/BSZ4wn8+FgwvMt6fwOK0yB6wOE2WU1krE/8=,breed_1,Male,Tier1,274,32418,10,234.22
YYLH8CvIz1EvMoYJHbKXy/Sc41NjdcqWz111BHheVdw=,breed_1,Male,Tier1,161,7229,23,428.84
xpeG/CuAMpp4V9yv8xIjlQWUeCOyjoMWb2QAja2A8sY=,breed_2,Male,Other,87761,3653105,102,820.45
vFGEXVADYld/uCYCsQ+qyJKba8rDeQNnjvoMcsBwJug=,breed_2,Male,Other,171,9709,17,453.01
DZj8qZNIL4nVJhlI3bE0UsxiQy5tQu+qxAzJPofO7fU=,breed_3,Male,Tier1,63,2748,13,796.66
hab8CSIspqbX4Autxm1tbx8JiLyDKWvWAfgNgKWYjCM=,breed_1,Male,Tier1,1161,26801,100,1283.38
czA8bXM2n9+TBspkV/wIfdd66KT8bVCXcmhQFOCTk5o=,breed_3,Male,Tier1,9665,273671,130,950.3
YxI8XbHsYluup/sO/8aw3yZbavbUARsumckG8iT3lRA=,breed_1,Male,Tier1,184,5700,28,598.8
TDhDTyNRC5kIs+pkRv/HVwLsRtw8duI0ZrBCJU18kfI=,breed_2,Male,Tier1,28556,5441886,141,2859.05
0/y3DCLNYLVdvHSgSK5cToLQmPQl2Yk7MTKjpqwaB8Q=,breed_2,Male,Tier1,121,3577,43,649.78
XlYIPpx/VMMQAG9QZqzHOhwUaHJ5HHBI4uS+sHYpieU=,breed_3,Male,Other,12020,591817,128,2880.25
lPSniAR1usGBwsatSIH74ImD8bgka1lnGsgQxZ8MK+Q=,breed_1,Male,Tier1,455,12846,13,189.23
GGXlWM8GxfVfz5WzQZhCai3iXx8iqiYpGgfHKRMzLIQ=,breed_3,Male,Tier1,15848,589596,25,610.76
+7wHKqFj4ssqvUNkHuSqYnXlPr6q2wD6pQvx8k/uXUQ=,breed_1,Male,Other,79698,2631403,49,429.13
TRLHwsUbepJ9OsqupfrKvDeHj5Si/9CpeSckdZHPbUk=,breed_1,Female,Tier1,2436,54188,54,13439.14
Hszdg3S7Zrtyz9XptG9sLt5rs2sTvF+qHPfWsRm/DYw=,breed_2,Male,Tier1,956,18986,25,
NPK7nHPiN/nLWS4t/ayPRsz6nfkBA3fgQPULSkFcrOY=,breed_1,Male,Tier1,5327,224470,41,473.79
/bivZqRR2CykUjQ5zAyfL8Bw2eBYw8/ZTJRS+POk8O8=,breed_3,Male,Tier1,1116,37339,117,2064.7
VJ3npazrTW8H3ApCTgPiikQt/A1K1u6eBIs9/YoXyfg=,breed_1,Male,Tier1,962,145773,12,219.82
DwhLYd4ZeDtlpqkLEtsikieXeQVhiVXB6/SOWGEh2WM=,breed_1,Male,Tier1,2445,246293,52,1432.32
yKUJXqqnuVYZeuHq1C5Eybm0Y7RvbMwZgcMaCT16uIw=,breed_1,Male,Tier1,34086,666069,61,513.77
kXieG02hCxuUGUL8oDxFwY1hAed1lJtUWgpihGmkEQ4=,breed_1,Male,Tier1,19763,919217,160,2515.04
er1whogUp7xwwsj5MMskNShBvIvxSE98DjclWtwkoMA=,breed_2,Male,Other,366941,5071178,124,649.97
6/+DglEFC0PbGpzRXb/WQw+mMpyNWMlV0GnCuKW/fwM=,Mix,Female,Tier1,8624,402016,209,11983.75
P/XBLwBE4T9H1csP1K+9I6yJTFxDPh77oodEHtlmQ4U=,breed_3,Male,Tier1,8263,380134,11,94.0
mHARMLmW1m/n5iFVAAMdC1hkfMhMSTLMqiHhgVFpIUs=,breed_3,Male,Other,1412306,47598449,2985,27970.72
NImC3EsPrhV2hOPHinPMPoVZs8joskajo8s8kQEBBng=,breed_3,Male,Tier1,4279,136949,141,2191.14
482DzhV+d7log4MsGEPMybU1tmZv1TvzryYxsV7eco4=,breed_1,Male,Tier1,4766,235734,31,1225.65
+B8k8Qko6l4dO0obFJ7GXL6VEM5rG6uJnQJTsHFGB/k=,breed_2,Male,Tier1,3360,82738,18,494.15
qc71fszIPXcMUznoCrPZ7yqgvTbAnsl6hyvp+X/GLXk=,breed_2,Male,Tier1,16407,401987,82,2182.46
Qvz+X7wfsW8xfpF+PG5dBASETtGcptuTfeolSMLsFtk=,breed_2,Male,Tier1,5078,251565,52,1568.77
g/95MN4+etsA30YEGNakFfosZx0L/7/ohjAY+Tuqdwo=,breed_2,Male,Tier1,518,16328,23,695.05
vFGEXVADYld/uCYCsQ+qyJKba8rDeQNnjvoMcsBwJug=,breed_2,Male,Tier1,111,5499,12,267.0
/g74Mq7nur9IlVgEO30RwlhUmW+027bhwy+wpFyjfiA=,breed_1,Male,Tier1,74,1432,16,440.16
mM2tLjjDcj1XKO/E3QG9RwAyhuX7V/bxqeFu/078qJg=,breed_1,Male,Tier1,2124,303996,12,375.73
SKuVhB/9kIIQfjdJoORyupw7cLqCkWyK9f3hV+P+RxE=,breed_2,Male,Other,95,5563,20,263.7
xxzKNnzRBnNo3BTxZ7PkscIrbTD82Kf1iwjD/Kjdzjc=,breed_2,Male,Tier1,4402,87033,71,869.63
nEV290bdqiSjUMiQAw/U4AHM6aFIU73DCqWHwXuUj/A=,breed_1,Male,Tier1,576,21959,16,297.99
2tY+ZnOb+fhEE3riiDB7WUqgmYwDK1AQsbGmysAqIg8=,breed_1,Male,Other,1012,22302,13,91.08
+9eRzK6WQd62bleEx4bYfMzHEimU1hU7WoEuj8QeG1o=,breed_1,Male,Tier1,4349,64490,48,1288.34
0XJQTFJK3tQNi21n3psq6Sw9cZXugSLVbycD8yLLfjA=,breed_3,Male,Tier1,4000,829390,40,1032.73
C/4VTHinHRulVOmGOsVx6FWaZB0cVPaH38mGh2MAQOE=,breed_2,Male,Tier1,48507,411564,323,3341.67
XlYIPpx/VMMQAG9QZqzHOhwUaHJ5HHBI4uS+sHYpieU=,breed_3,Male,Tier1,6232,249184,57,2149.17
8EvG4JUPMHnAyYZ8BP/CDXU9KniNK6i+oNJZVPykdYw=,breed_2,Male,Tier1,5135,410196,49,1266.16
fUgYfS0BYktIe+XrKDWrhCg0FoTqH7bNdhsG+ioWZQQ=,breed_1,Male,Tier1,10430,129615,153,5465.55
3VofSl/aSdAKY9olMFzA1AZ04bcGtJeBmiQPWAU1xms=,breed_2,Male,Tier1,631,15217,19,519.94
JbJdNJfdYFCUoyxAbvcXmFcfua4oM4pHb5frhXVAmZM=,breed_2,Male,Other,692,39636,23,773.92
ISsO+8Ftknc7vQI2ZzWpHFI+3qaPEZ1bcsFn58nVWl8=,breed_3,Male,Tier1,14313,184626,34,478.36
9BPqaI8J59WXB7tLTJGx+4OUF6SQrKNeyzOqD4QKcJA=,breed_2,Male,Other,252,4959,42,452.91
I6DN4XZMu1S0qPK3DBscX20+f8MxJP9TxHh8qahvY1M=,breed_2,Male,Tier1,9133,185326,260,15051.96
GZgdZ5V4DpcxyZL2EZrPi8HP1nG/nyJnfxLClyW7ym4=,breed_2,Male,Other,2932,65153,20,292.17
h4GxlUQXhPozYfp3chfnzs/PgkA9IMzB82cuo7Qqo4g=,breed_3,Male,Tier1,5523,920520,38,860.02
C7nhddlfaVsKWyI9Z15OnakPJ4w/nUB9BAdcC/3JIAk=,breed_2,Male,Tier1,5856,215709,11,112.31
GBMT1F7e4VyG4izUFD1LoR00ZUJ9ILhkjU34bWz/97k=,breed_1,Male,Other,40127,667108,64,546.82
yFhjM4GcKLP3g7xe59VWWMbJapbF2GJ5n3eTv2mB9V8=,other,Female,Tier1,6450,290188,46,1169.5
VJ3OMJC+vAA3uTRKa0qy2h1Bb+gtToBDwA7YdkHTCSs=,other,None,Tier1,14372,433026,41,1206.95
HlfHDXDMj7L3k1prSZx0KdNYBwWip46/r0kdzcViSJA=,breed_3,Male,Tier1,3097,72993,51,1248.27
a9dz6+DGiIvfEu801gk5dxu87eBlLysyY+p/vHzOI/c=,breed_1,Male,Tier1,2212,108130,49,712.84
77iGi9DpBepueUG7EEOdo5aTaFnyF/HVx4E5tr3RWyI=,breed_2,Male,Tier1,27,1145,14,2897.45
lWrvujpQmPE2Ep1OfW9STPmG1q4I+TOgWWRWqM6McWQ=,breed_1,Male,Tier1,79259,1261671,1290,16119.58
sV0MsYmauc3MKUTzPLjcWqUQRcHw0ripxlps96GqTAw=,breed_2,Male,Tier1,2280,79225,68,989.18
kpLKcRwcz4rYAXzeZ5j14UsVhLxdTTl7jM+/D3pv/as=,breed_3,Male,Tier1,524,10244,24,532.5
aYTuM6aVuUQRKQitTGpk6PNmrW1lHjG6Lr2omC4B9JQ=,breed_2,Male,Other,3217,96735,291,3873.14
brunhKOJYiLcBuyfElmi+FizvjQ0VBnxIy4oKc7lZPg=,breed_1,Male,Other,9629043,1008411811,5225,16081.4
0Q1t7C2p88O3kACQdiGRxm6H/UluWWlZV8G1t8oH1ik=,breed_2,Male,Tier1,17560,561419,35,70.98
3oB/0E8xVBc7/ni/xLJMrB2i6I3lLGAU32FBvFT5sDw=,breed_1,Male,Tier1,9754,175251,11,92.17
BfML7NeTjw2CfZL7ZFfq5pYf1HCZ7G4pSqpSuXyNW58=,breed_2,Male,Tier1,2755,288243,26,786.76
yntzVT3mXvT/TrGfUQ7jl40Qwoo/maZsMMu9tpTLzjA=,breed_1,Male,Tier1,360,29057,14,256.78
yYtDYuzDupLfzjTvJeZ5+eKw/YWF5qyAdV9KP+xqj6k=,breed_1,Female,Tier1,2592,147474,19,548.04
HsxM07q/hS4YjJbpSmgMgT6HjgXuGwjS0eEQJVpkJKE=,breed_1,Male,Tier1,227,9923,19,562.77
OzJeNA75KLt/MNSpuDKDVeYT97IV0ieVC+GtqJMjnlA=,breed_1,Male,Other,49973,1987180,114,1240.88
2zP3tSyjzQE2dtc07Syfy7XCIevcrSd61Vv6V8Ii0Dk=,breed_1,Male,Tier1,7601,177856,230,4207.07
/bnMrX8DEPM8znSpqT1ZU+NTARYoK2yI3rHnhIIyyrY=,Mix,Female,Tier1,73,3388,15,576.35
ojYPaJYomw6ajnDpVl3FCvrenjKhWloEgihv7YORQ4M=,breed_1,Male,Other,7207,375314,53,1766.68
4++V5xWNM4CW12/74otA6T+osAes0Ghk9+b6eQXHG/I=,breed_2,Male,Tier1,4498,398977,133,7892.36
FF94YqomFlxBN4TJUNGz+gpP8ZBWDmztEfuQ8Pu3o+k=,breed_1,Female,Tier1,1956,132949,14,646.44
N2wh0PjUY0mGH9e9zeOU/o1wYvrsfbWPydbWXU7P01I=,breed_1,Male,Tier1,8682,167822,22,577.06
9//s3F7lzO0yu3fO+xX/AMaISPk9g8WMpr80NSN5gNQ=,breed_2,Male,Tier1,50,1162,24,391.85
7rE5ZjAgXZ7ph3URd6jaFAKbomuBHEaNuiBF2vkGu18=,breed_1,Male,Tier1,379,12350,16,1380.1
xB6KRdTtAqZjeZJMENf8Q9eSh/pmq8zCKhy8OLweJ5Q=,breed_1,Male,Other,3518,175355,10,270.9
rOG2234fv2S2b0/J/KZG/l/2Lmt4z9o1uahMejLhmjk=,breed_2,Male,Tier1,1711,62236,11,396.86
WcvpdYC5HnkIYn8t7Lu0W6XbDFE9YWMEbCkR1nEyAjo=,breed_1,Male,Tier1,570,9476,15,576.49
DDtVA5nkwOKoQElik+5pIU2cR3fsU/7cUGfo3Ogd/MQ=,breed_3,Male,Other,8858,358733,421,1482.42
u+7aDpetlevvAyMFS9qSllDsJUcbbHZ6h5KzkFjGg9U=,Mix,Both,Tier1,118402,1616766,442,5988.42
r6TeJsN2YHuEwf/qGx+Wn7ysObfrwMvceV/Xz4gue6s=,breed_1,Female,Tier1,2129,85403,15,400.82
Gv3NfMwCW366tqDgl58awoqz/hGKWqwEvZSuoWhTsHk=,breed_3,Male,Tier1,36873,828283,154,5945.6
jmkXorRa9C0FDIpF+M3Cl7cQKWtK6jrkVNDq+HYpLzA=,breed_3,Male,Tier1,3101,117764,85,983.08
hO1U5BmDJwqXYfYcX/6a8dK/3mmnmtMGlEFnYghTnn8=,breed_2,Male,Other,643484,16725590,524,3294.27
1Mei9iQmVTSkl9x3Kv7vbdYnmOij/bG/w+AAtNqTQBk=,breed_2,Male,Other,4111,124555,49,374.33
tWHNGmIHpyMbUMrMhkOJrjPWggA1jB507ESJZaiUuJo=,breed_3,Male,Tier1,3623,187439,71,3341.41
Zy4EsBPVdvw5TMdqThNMJJnFEGjxdvBnqDWtAmVAGDc=,breed_3,Male,Tier1,32,3125,10,103.88
bMOkttpSN7FX7pHhdYP4ae48nol8sKjc7EnBk4C0g/4=,breed_2,Male,Other,3959,156297,12,137.21
h3EfCqteGsnA6jiSh3H1jF7Ga+AfZVQYk14MYXZZnrM=,breed_2,Male,Tier1,5686,143499,69,2496.97
C/nUp90GH4NAf4TRYYJiXMialpEw73UFi7S7UnjmdNc=,breed_2,Male,Tier1,6975,276120,17,383.98
4ogiKGEw/ZNXe20sv7L4oexf1Jr+lRWMmpidXHgWrvw=,breed_1,Female,Tier1,4705,89327,32,832.85
FyokGKE7s/tmYPDJGBfH31LB/34Ziq8hzphepKXy0E4=,breed_2,Male,Tier1,29618,421452,29,303.49
